track_id,title,artist_id,album_id,popularity,duration_ms,danceability,energy,acousticness,instrumentalness,liveness,track_genre
ha1UjV,For An Angel - PVD Angel In Heaven Radio Edit,paul_vSP,for_an_Ejc,58,233243,0.668,0.982,0.0437,0.849,0.887,trance
IoveLe,PROBLEMA,daddy_v1,proble_F8K,68,184506,0.773,0.8,0.0613,0.00403,0.0327,reggaeton
L4jJ,世界劇團,jay_fuDL,值得愛_SIS,20,222440,0.695,0.634,0.53,0.0,0.0964,cantopop
QAfJsV,Pastillas Rosas,cepedagb,pastil_WXk,48,172173,0.61,0.672,0.107,0.0,0.182,spanish
PuQN4L,For My Hand,burna_7f,daily__7kq,0,159123,0.87,0.479,0.161,0.000157,0.209,dance
2hHO,Pam Pam,wisin_DD,perreo_HDS,0,227280,0.874,0.69,0.121,0.0,0.249,hip-hop
r6ZO,Silver Bells,the_miak,christ_084,0,120760,0.606,0.329,0.616,0.0,0.121,blues
KwThwl,BBoom BBoom,momolatz,great!_PLt,66,208863,0.785,0.744,0.0149,0.00666,0.0661,k-pop
n9Ygu,Pärlor,håkan_7i,du_gam_yx3,36,313726,0.527,0.87,0.355,0.000109,0.383,swedish
4CfNuK,Jingle Bell Rock,georgeaC,countr_Zt7,1,132493,0.775,0.562,0.468,0.0,0.174,rock
fbaK,Amidst the Bloodshed,i_decln8,amidst_2Iu,23,126693,0.347,0.819,0.000559,0.582,0.172,death-metal
3BeeaI,Rock Bottom - 2007 Remaster,ufoS7,phenom_eWU,53,389333,0.256,0.863,3.49e-05,0.00408,0.364,psych-rock
0ecN,Halo,mia_ca71,halo_O51,60,210583,0.407,0.114,0.989,0.943,0.0985,piano
EJpn,Work It Out (feat. M. Doc),steve_mw,work_i_GR3,8,309640,0.832,0.578,0.00235,0.000103,0.343,chicago-house
xTL3gL,Tropa De Elite,tihuan4Y,nova_b_k7a,39,194773,0.716,0.881,0.0434,0.0,0.0383,punk
t77f,This Little Piggy (Zhè Zhī Xiǎo Xhū),babybomw,englis_UmF,12,53186,0.717,0.173,0.735,0.0,0.161,kids
cOH1,Death Announcements,alkalizI,death__7Fh,21,188000,0.499,0.961,0.406,0.0,0.273,j-dance
t1LstV,Tendo A Lua - Ao Vivo,os_parEj,acústi_6Kw,51,200826,0.492,0.794,0.196,2.62e-06,0.873,alternative
xe9Jg,Mama Laudaaa,partynLG,saufen_uPA,26,219170,0.702,0.884,0.111,0.0,0.373,party
ivrJU,SOUTHWIND,gideonRy,out_of_2td,23,249828,0.594,0.989,0.000372,0.000274,0.12,death-metal
0eTB2H,Vou Botar Teu Nome Na Macumba,zeca_poP,gold_0OX,37,198240,0.627,0.629,0.234,0.0,0.573,samba
1QEeGR,U LA LA,dviceDA,u_la_l_iI6,45,187221,0.651,0.622,0.0862,0.0,0.11,latino
g71E,Paper Waves,the_gaHh,disclo_75P,21,332480,0.446,0.88,0.00102,0.0132,0.134,goth
hnEXb,I'm Sorry For Saying I'm Sorry,the_aroh,marvel_iDu,22,121666,0.247,0.819,0.000893,0.00375,0.38,power-pop
JG1hI,Y'All Come,georgeSl,more_s_tgU,13,151053,0.608,0.389,0.538,0.0,0.172,honky-tonk
QanWLr,"Ilusión, Oh ilusión",pxndxpY,bonanz_Se4,36,291280,0.345,0.622,0.0272,0.000155,0.0942,emo
KIc5,"Verdi: Il trovatore, Act 4: ""D'amor sull'ali rosee"" (Leonora)",giusepnS,pure_-_Rpw,21,247920,0.226,0.0992,0.987,0.00366,0.11,opera
TxYz8,Magic Shop,smyangF9,piano__YOB,42,284383,0.434,0.0762,0.991,0.949,0.0918,piano
LxXe,Movin' Out (Anthony's Song),billy_lj,the_st_AZK,67,210760,0.664,0.88,0.465,1.63e-05,0.0591,piano
dNeeC,Dance My Stress Away (with Stephen Marley),demarcEh,dance__ORx,48,214122,0.593,0.756,0.198,0.0,0.104,j-dance
xO1k,To Do - Derrick Carter's Farina Experiment,mark_fOW,to_do_iGe,6,424146,0.801,0.831,0.000147,0.804,0.66,chicago-house
ZJ0C,He Ain't Heavy He's My Brother - 1998 Remaster,the_hoqB,confes_iZd,61,262266,0.304,0.421,0.46,4.03e-05,0.163,rock-n-roll
ARk4,Forever Friends,曲奇DU,all_th_k6Y,20,240226,0.568,0.294,0.814,0.0,0.2,cantopop
xFmyou,Dream Police,kyle_kFw,death__AQZ,25,399026,0.582,0.724,0.813,0.0,0.949,comedy
W7c7,Bendito Eu Serei - Ao Vivo,trazenql,deus_d_qKG,25,842906,0.335,0.729,0.42,0.0,0.72,groove
jS0z,Recipe for Disaster - Acoustic,morcheNr,blood__696,18,263706,0.61,0.213,0.917,0.000768,0.694,trip-hop
gqKrl,Eu Não Posso Mais,penseqp,realid_jyU,36,169058,0.495,0.984,0.00037,2.52e-05,0.307,hard-rock
zUcue,History,bcee;cP5,life_a_6re,17,290742,0.591,0.901,0.1,0.338,0.0749,drum-and-bass
Mu06,Fuck The Millennium,scootelM,fuck_t_3p4,18,249493,0.548,0.999,0.0501,0.0128,0.978,happy
9p2l,Consuming Purulent Sputum,last_dCL,hymns__aC6,11,100040,0.353,0.993,0.000187,0.934,0.0357,grindcore
usBhh,In My Place,sweet_Rx,coldpl_XHb,30,192493,0.503,0.263,0.943,0.943,0.0845,children
1YK1C,電燈膽,stephyBE,dating_FPp,46,214041,0.6,0.569,0.846,0.0,0.163,cantopop
IA4Ca,Cien Inviernos,sputni4Q,monume_jdS,39,187860,0.317,0.946,0.00304,3.81e-06,0.394,punk
EPnl3,Antichrist Superstar,marilyHd,antich_uzy,51,314266,0.384,0.833,0.000777,0.00489,0.18,industrial
2d32S,Ayrilik,düş_soQ5,dus_so_sif,35,344960,0.692,0.284,0.956,0.0332,0.0998,j-rock
qm1t,Never Enough,divideXz,never__ga5,52,227428,0.513,0.696,0.132,3.65e-05,0.117,anime
wl8j,Wirst du noch da sein,michells,so_was_aT0,26,235226,0.492,0.761,0.448,1.18e-06,0.309,party
3fxqH,Run,kai_wavD,run_jcg,54,217624,0.506,0.581,0.0508,3.13e-06,0.114,dub
OS61,Naturalmente,vitóriQK,natura_eIs,41,300053,0.627,0.527,0.406,0.0,0.161,gospel
QFFU9,Not No Malayalam Rapper,dopeboby,not_no_J7d,26,236000,0.561,0.351,0.713,0.000714,0.11,malay
bDJxYW,Triptamine,tristajM,tripta_nCZ,35,413164,0.75,0.875,2e-05,0.777,0.073,trance
yCGDvL,Rock or Bust,ac/dcZG,rock_o_ZqR,62,183053,0.572,0.825,7.13e-05,0.000134,0.134,hard-rock
luGb,Deixa Isso Pra Lá,jair_r0e,vou_de_PA5,39,134529,0.747,0.74,0.463,0.0,0.082,samba
RJCko,At What Cost,alec_tes,ipoly__bZo,19,419091,0.803,0.448,0.00753,0.208,0.111,minimal-techno
BTQp3,I Can Tell When Christmas Is Near,smokeyYP,home_f_tDb,0,187720,0.656,0.626,0.619,0.0,0.114,soul
QsExiZ,Beat the Devil's Tattoo,black_rb,beat_t_lfh,55,226760,0.517,0.909,0.451,0.0135,0.0923,punk-rock
Y0Kgu,Ayrılığa Dayanamam,leman_Sc,i̇lla_YQg,43,195626,0.645,0.37,0.82,0.0,0.177,jazz
jBqu,Figurinha Repetida - Ao Vivo,leo_sau2,levada_Syj,46,225864,0.706,0.772,0.214,0.0,0.723,pagode
ghExcT,Fim de Nós 2,bin;azoz,para_t_w2i,46,180000,0.582,0.467,0.183,0.0,0.0931,funk
pp5lF,Tacken,modese4D,tsugi__SwR,1,200389,0.64,0.533,0.0867,0.24,0.17,electronic
GgFCd,Tippa My Tongue,red_hoZK,return_xij,66,260808,0.573,0.913,0.00861,0.0273,0.114,funk
kcaQM,Dime,revol;cR,hallow_g35,3,284626,0.771,0.66,0.369,0.0,0.119,reggaeton
9suyY,Can't Explain - Omar S and TroiAlexis R&B Mix,omar_sjU,can't__DDq,20,159474,0.795,0.248,0.069,2.74e-05,0.111,detroit-techno
xFV7qZ,"Эту песню, сердцу дорогую",vadim_DW,легенд_ZVH,0,105760,0.645,0.279,0.987,0.0,0.146,romance
VMf0y,Rock,olamidig,uy_scu_hQH,52,185769,0.917,0.628,0.362,0.273,0.102,dancehall
gQy7p,Blue Ridge Cabin Home,flatt_y8,foggy__Y4Z,34,175800,0.61,0.512,0.628,0.000548,0.221,bluegrass
Uw3maU,Every Night,screecpK,anthem_1v9,23,222706,0.22,0.872,0.00048,0.000186,0.0541,power-pop
FoOEV,The Bender,matomauB,house__1H7,1,184320,0.707,0.882,0.0606,0.0131,0.105,house
j3LKVo,Fracture,stephadp,fractu_b2q,69,207640,0.324,0.0186,0.99,0.934,0.105,piano
shQsV,Hollywood Perfect,unknowLd,facele_K1q,59,162913,0.639,0.729,0.0176,0.0,0.113,edm
X4SpRU,Meet Me in the Bathroom,the_styJ,room_o_rij,53,176160,0.427,0.941,6.7e-05,0.89,0.0772,garage
f2vw8,点描の唄,mrs._gLk,青と夏_mUD,72,307066,0.502,0.632,0.447,0.0,0.103,anime
NbLo,Nightrain,guns_nfU,appeti_X43,64,266173,0.4,0.992,0.107,0.0117,0.179,hard-rock
429CRK,Watch,arca;sY5,kick_i_mdx,43,148576,0.669,0.732,0.00308,0.0,0.0492,club
RR9XS,Back on My Feet Again - 2002 Remaster,randy_bf,good_o_JMS,21,201600,0.74,0.568,0.633,8.04e-05,0.0745,disney
6CaTp1,Last Christmas,mariahqp,la_nav_hnQ,0,217893,0.745,0.812,0.0954,0.0,0.0473,latin
E1ZxCv,Somos Poucos Mas Somos Loucos,charli8q,bocas__kbl,43,330746,0.644,0.896,0.0656,0.000133,0.0838,r-n-b
gfn5s,Silencio,carlosEb,carlos_Nd5,18,171226,0.459,0.315,0.994,0.000396,0.227,tango
BFADWs,Ostatni Dzień Ostatnia Noc,boysp6,zadowo_0Da,30,235640,0.761,0.769,0.00855,1.17e-05,0.331,disco
